,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
338,B000JMLLOI,"[0, 0]",5,"For recent converts to the Catholic faith this is a wonderfully fulfilling work.  It explains the differences, and the similarities, of the education of the older cradle-catholics.  And it only helps ground your in your faith even deeper.  Remember the Mass and prayers are somewhat different now.  I can't wait to star number 2.","05 19, 2013",A1Q323WJ5AAEIT,WALTMACE,Baltimore Catechism 1,1368921600
339,B000JQU8GQ,"[0, 1]",5,actually call me a hog and butcher me for bacon. I just love the masculine lust for life that he potrays here and his chivalrous ideologues when arbitrating his sexual prowess.  Oh my.,"01 2, 2013",A176F5ID2GS6F5,"Arf! ""Murphy""",call me a god,1357084800
340,B000JQU8GQ,"[0, 0]",5,"What a glorious read!  The language is lovely, the story compels you to keep reading, and author knows where his story is going.  What a sheer pleasure to pick this book up.  What a heartbreak when it was done.  This is a classic, not a cheap paperback time filler.  You will not be disappointed with Morning Star.","12 26, 2012",A2AR33DHLDL0CI,California dreamin',They don't write like this anymore.,1356480000
341,B000JQU8GQ,"[0, 2]",1,"It's hard to believe that this long, tedious, silly tale of Egyptian wizardry was written by the same man who wrote ""King Solomon's Mines."" Wooden prose, stilted dialogue and an utter lack of good, literary imagery make this a chore from start to finish -- unless you're into epic tales of gods interacting with humans. Just terrible.","04 30, 2013",A317YRKGI12702,Charles Culbertson,Unbearably boring,1367280000
342,B000JQU8GQ,"[2, 3]",5,"A very enjoyable, very well written story of ancient Egypt  The story holds your interest page to page.  Quite an interesting story.","01 1, 2011",A1EZLLHWJULK2K,Coolfire,"Egypt of long ago, very well written.",1293840000
343,B000JQU8GQ,"[0, 0]",5,"Very good book.  A bit of fact and a good story about the power of the kings and the not so intelligent decisions they made. A love story with lots of action and a little mystique mixed in.  It reminded me of River God by Wilbur Smith tho not quite as good as Smiths books.  If you like to read about ancient Egypt, try this book.","04 4, 2013",A1NX2SRU85KFCB,CountryMouse103,Ancient Egypt in Morning Star,1365033600
344,B000JQU8GQ,"[0, 0]",4,"A novel set in ancient Egypt of the Pharaohs, date unspecified. It is a story of royalty and the succession of the ruler of Egypt. It is the love story of a young woman, Tua,  who is the only child and heir of the Pharaoh. He, Rames is the son of a king of a kingdom to the south of Egypt, who is now in Egypt, and is raised and trained for the army.  They spend some time together as children, and he saves her life from a  crocodile, while losing he little finger of his right hand to the croc. They get separated, and she becomes Pharoeh upon the death of her father.The book includes wizards and magic by different characters. Lots of interesting twists and turns involving a Ka for Tua, which is a duplicate for her person granted by the gods which can be called up. It is called up and rules in her place for two years when Tua is being pressured to marry her uncle who is 40 years older than her.It starts out slow, but picks up. The ties to ancient Egypt could be much better done.If you like adventure stories with a love component set in Egypt of thousands of years ago, this could be of interest.","05 10, 2014",A1GA8HU27UO4D7,Hill Country Bob,Set in ancient Egypt,1399680000
345,B000JQU8GQ,"[34, 35]",5,"OK, I have to admit that I was a bit skeptical when I saw this ""free"" book written in the 1800s.  I wouldn't exactly characterize myself as a learned reader of literary classics.  I had just received my Kindle and figured, what have I got to loose?I was absolutely pulled in by this story and had problems putting it down.  It's a captivating mystical love story about an Egyptian princess.  This was the first Haggard book that I've ever read and I will definitely download his more famous literary works to read in the future.","11 7, 2010",A1H04GRRNZHUN7,Reviewer,"Excellent Read - You Definitely DON""T Get What You Paid For",1289088000
346,B000JQU8GQ,"[0, 0]",3,"Sorry, I just could not finish this book. It was too predictable. I guess the best I can say is that it is pretty standard fare.","06 26, 2013",A2AV3EL6FZ09YV,"Rob Logos ""Logos""",Not much there there,1372204800
347,B000JQURFI,"[0, 0]",5,great read and knowledgeable about these tribes of Michigan.  Would highly recommend to anyone to read for any reason for school or just to get informed.,"03 27, 2014",AOPKQ7VRA9IIC,angela,great read,1395878400
348,B000JQURFI,"[0, 0]",4,"I appreciated the informative information about their tribes and wars, their positions during our wars .  I was specificly looking for more information on each tribe members, who they married, and their children.  But those details were not included.","04 13, 2013",A37SUCB2CDONY3,Bea George,Very Informative,1365811200
349,B000JQURFI,"[0, 0]",5,"Again, this is a good read when you're up north in the quiet on a lake or in the back woods. Kinda gives you a better feel for the overall picture of the book when you are in the actual environment it was based upon. Can't really go wrong with state/cultural history reads.","01 5, 2013",A2BG8APBNKPDCF,Charlene,Another good michigan read,1357344000
350,B000JQURFI,"[0, 0]",4,"I appreciated this book as a memoir of the author's life: an interesting Native american man.  I enjoyed all of the content until the last chapter, which was (suddenly) a dirge for all that was lost after the wave of European immigration.  I would have loved a chapter before that, to transition from the (relatively) good times to the clearly bad times.The writing is light and clear.  The legends are well recounted, and the anecdotes are well-told.","09 5, 2013",ALRH7EYOMZ5RH,"David_from_Michigan ""Average user""",Great local color & new insights,1378339200
351,B000JQURFI,"[1, 2]",5,"Interesting book about the Ottawa and Chippewa Indians of Michigan in the 1800s etc. The Indian author Andrew Blackbird wanted to get an education, and was a hard worker, but the money that was sent by the US Government, was not really available to him, as the system, including agents and friends disposed of it first. Another documented case where the system of Indian Agents really did not work well for the Indians, but rather was used by the agents for their benefit. Typical where the system is captured by the persons operating the system, and not by the people the system was set up to serve. He did an excellent job of collecting historical information, and creating a english to the local indian tongue dictionary. A little gem of a book.","10 17, 2012",A1GA8HU27UO4D7,Hill Country Bob,Michigan Indians,1350432000
352,B000JQURFI,"[0, 7]",1,This wasn't written I said what I wanted to say I do not understand why I must write so many words that aren't needed it seems like a waste of my time and the person that has to review what I wrote.n in a way I expected.,"09 16, 2013",A3LEJBI2BBW9S1,Murphy,Didn't like this book,1379289600
353,B000JQURFI,"[0, 0]",5,Great history of the Ottawa and Chippewa Indians.  It is a very enlightening book on the history of Indians in Michigan.,"06 5, 2013",A276RSP2TXV3CX,TechGeek,Great History book,1370390400
354,B000JQUSBQ,"[0, 0]",3,"Just could not get into it. Bought it, because the price was right. Still just not for me. Not to say you may enjoy.","11 4, 2011",A1U07SY65BIA16,Amazon Customer,could not get into it,1320364800
355,B000JQUSBQ,"[0, 5]",3,I downloaded this for free on Amazon kindle. I thought this was about Native Americans. So I didn't get past the first page.,"09 19, 2012",A3NLW5OKL2FGMB,Amazon Customer,Amazon kindle,1348012800
356,B000JQUSBQ,"[0, 0]",4,I bought this book for the cultural experience of learning what other cultures grow up hearing. I have enjoyed my experience reading this book and would certantly recommend it.,"10 29, 2013",A1120M9ZK2U3FQ,"Amazon Customer ""Mel""",Cultural Experience,1383004800
357,B000JQUSBQ,"[1, 1]",4,"I have enjoyed these short fairy stories a great deal. They're just the right length to read one or two on the bus ride to work, without having to stop & forget my place. There are a lot of similarities between some of these stories and European fairy tales. I quite like this collection!","03 1, 2013",A2P99LRDXBF8NF,Celeste Thayer,Great collection,1362096000
358,B000JQUSBQ,"[0, 0]",4,"As far as fairy tales, there are no big surprises here, mostly typical fairy tale fare, which is not a bad thing, but they resembled European fairy tales so much in form and function, that I wonder if its the translation, or if indeed Indian fairy tales are just very similar to European ones.  If you enjoy European style mythology, then you will probably like this short set of tales.","04 15, 2012",A15M4UPF4MQVUE,David Durtschi,"Pretty good set of tales, not sure about the translation",1334448000
359,B000JQUSBQ,"[3, 4]",5,"Fairy tales are usually thought of as children's literature, and in terms of how much children in particular are fascinated with them this categorization is not without a merit. However, most good fairy tales tap into some social or personal tension, a fact of life, or a natural phenomenon. They often take rather ordinary situations and push them to the limit of what our imagination considers plausible. Fairy tales are thus a form of reductio ad absurdum of common sense, and they often help us see various life situations in terms of their most basic principles. This is why fairy tales have had, and continue to have, a lot of fascination with adults as well.Most of us have grown up with fairy tales of Hans Christian Andersen or Brothers Grimm. There is a sort of cannon of western fairy tales that have become part of the common patrimony of the entire world - Little Red Riding Hood, Snow White, Rapunzel, and many others. However, these fairy tales are only the tip of the iceberg when it comes to the European fairy tales, and the World literature is even more filled with beautiful, unusual and imaginative stories.This collection of the Indian fairy tales is as great of a collection of fairy tales as they come. It is rather fascinating to see that even thought many fairy tales reflect certain Indian cultural norms, the basic structure and the motifs are surprisingly familiar. We have villains and heroes charged with an unusual and demanding task, monsters and talking animals are everywhere, there are damsels-in-distress aplenty, and most tales take place ""long, long, time ago."" All of the tales are very well written and the language is crisp and contemporary. This collection will be a great source of enjoyment for children and adults alike.","12 9, 2010",A36K2N527TXXJN,Dr. Bojan Tunguz,Great Collection of Fairy Tales,1291852800
360,B000JQUSBQ,"[0, 0]",3,"I  liked to compare these tales with the tales of other countries, much similarity, but different characters.  Educational in that sense.","01 9, 2013",A2DW6JF7JLDAFD,frog,Interesting stories,1357689600
361,B000JQUSBQ,"[42, 45]",4,"There are twenty-nine stories in this collection. These Indian tales resemble the stories that flourished in Europe, such as the tales by the Brothers Grimm and by Aesop, although they have an Indian flavor. The collector of these stories contends that they are very old, older than the legends and folk-tales that later flourished in Europe. He believes that India was the originator of this genre and the stories were possibly brought to Europe by the crusaders or other travelers that passed through India.For example, the tale The Lion and the Crane is well-known. A lion was eating an animal when a bone got stuck in its throat. A crane offered to help if the lion promises not to eat it. The lion agrees. The crane protects itself by placing a stick in the lion's mouth to keep it open while he is inside the lion's mouth removing the bone. As soon as the crane removes the bone, it pushes out the stick and flies off to a high tree. Later, the crane asks the lion what the lion will give it for saving the lion's life. The lion responds that it already gave the crane a gift by not eating it. The Indian version ends by speaking about the transmigration of souls, a belief of many Indians. The lion and the crane were people in another life.How the Raja's Son Won the Princess Labam is another example of a familiar tale, although known in the west under other names. A prince goes in search for a beautiful princess. While journeying, he takes out his food and finds an ant in it. He places it on the ground for other ants to come and finish it. The ant Raja arrives and tells him that since he fed the ants, if he needs help in the future all he need do is think of them and they will come to help him. He leaves and continues searching for the princess. He comes across a tiger with a thorn in its paw. He helps the tiger who tells the prince that if he needs help in the future, he should think of him, and he and his wife will come and help him. The prince continues his search and comes across four fakirs with four magic items: a bag that give food whenever it is requested to do so, a bowl that offers water, a bed that flies and can take the prince where he wants to go, and a stick that will beat any group that tries to harm him. He takes the four items from the fakirs. He uses the bed to go to the princess. He uses the bag and bowl for food and drink. He then uses the ants and tigers and the bed when the princess' father insists that he performs tasks before he will give up his daughter. The final fourth task that the father insists that he perform is one that none of his friends or magical items can help him with. But the princess tells him how to do the task. The story ends by stating that the two lived happily and never needed to use the magic stick.","10 15, 2010",A2KWQ64TRHB3YH,Israel Drazin,Delightful stories that are similar to European tales,1287100800
362,B000JQUSBQ,"[0, 0]",2,"Admittedly, I only read the first few stories.  They seemed disjointed, didn't flow, or seem to have a point.  It was written as if it were &#34;I tripped as I walked down the street.  The bus went downtown.  The end&#34;  Perhaps they just didn't translate well, or maybe they put the worst stories in the beginning.","03 19, 2014",A3GY0TKUSP3QWJ,"J.M. deGrapes ""J""",Stories have no point,1395187200
363,B000JQUSBQ,"[0, 0]",4,"These Indian Fairy Tales are just great.  I have several books about indian culture and this book fits right in with them.  Thank you, thank you, thank you....","10 5, 2012",A2CFP3G44ZC3GN,Kathryn I. Marshall,Indian Fairy Tales,1349395200
364,B000JQUSBQ,"[89, 92]",5,"This was a book of many wonderful Indian fairy tales. It includes tales both of a 'classical' fairy tale style and ones that are moralistic folktales instead.  All are wonderful.Stories included are:The Lion and the CraneHow the Raja's Son Won the Princess LabamThe LambikinPunchkinThe Broken PotThe Magic FiddleThe Cruel Crane OutwittedLoving LailiThe Tiger, the Brahman and the JackelThe Soothsayer's SonHarisamanThe Charmed RingThe Talkative TortoiseA Lac of Rupees for a Bit of AdviceThe Gold-Giving SerpentThe Son of Seven QueensA Lesson for KingsPride Goeth Before a FallRaja RasaluThe Ass in the Lion's SkinThe Farmer and the Money LenderThe Boy Who had a Moon on his Forehead...The Prince and the FakirWhy the Fish LaughedThe Demon with the Matted HairThe Ivory City and its Fairy PrincessHow Sun, Moon and Wind Went Out to DinnerHow the Wicked Sons were DupedThe Pigeon and the CrowFor more Indian tales you can also check outDeccan Nursery Tales or, Fairy Tales from the SouthorHindu Tales from the Sanskrit, although they are both aimed slightly more towards an audience of children.","01 21, 2010",A2K441WSO34XQ4,Mithril,Great Long Tales!,1264032000
365,B000JQUSBQ,"[0, 0]",5,"just knowing the mythological background of our native inhabitants helps in understanding-not only those peoples, but ourselves and those around us.Thank you Amazon for providing this link to a part of history that should be known by all of us.120 words is not really enough to describe the wonderfulness of this book-well, I could go on and on","02 7, 2013",AG0O78W0RX02I,Stuart,V,1360195200
366,B000JQUSBQ,"[0, 0]",5,I recommend for anyone looking for fun and wonderful fairy tales. Every story is magical and inspiring without you having to exert your imagination to see the story come to life.,"03 12, 2013",A16H1GOER4J3YA,Victor Bozadjian,Great Stories,1363046400
367,B000JQUT8S,"[0, 0]",5,"Once again, I have finally read this classic story for the first time. I was vaguely aware of the story line but thoroughly enjoyed reading it from cover to cover.","03 23, 2013",A2L8LCZ7C9XMTG,Amazon Customer,Another Great Classic,1363996800
368,B000JQUT8S,"[0, 0]",5,You have got to love the classics. They are timeless portals that you can lose yourself in at any age!!,"12 9, 2013",A1BZHPSFBBO6WG,"Amazon Customer ""Lady Dreamer""",Loving the classics!!,1386547200
369,B000JQUT8S,"[0, 1]",2,"I really did not like it. Hard to keep up with, the characters and storylines are way too numerous and disjointed. Didn't end up finishing it and I'm an avid reader.","11 26, 2012",A9I7ZE1KV929Y,Barbara Millian,I know it's a classic but...,1353888000
370,B000JQUT8S,"[0, 0]",5,I have never seen the movie (was there a movie?).  This book REALLY stirs your emotions.  (Sometimes you wish you could go back there and kick some of those bleeps bleeps!)  It is an excellent story! Excellent!,"11 23, 2013",A3JH1L2JTX27EX,"C. A. Isbell ""bassistann57""",Oliver Twist Charles Dickens,1385164800
371,B000JQUT8S,"[0, 0]",5,"Great read! This novel is full of tragedy, villans, heartache, and surprises. It's a typical Dickens masterpiece. The kindle version happens to be pretty good and best of all its free.","03 29, 2013",AE0IPZ0EKOBNY,enajera,Dickens doing what he does best!,1364515200
372,B000JQUT8S,"[0, 0]",5,It is great to have these books within easy reach on my  iPad. I am glad to carry the books in one unit.,"12 9, 2012",A21ODXS11KYHC3,Godzchild,Love these books,1355011200
373,B000JQUT8S,"[0, 0]",5,"I can't explain why it has taken so many years to finally pick up to read a book written by Sicken, but I am so pleased to have done so at long last.","10 11, 2013",A11VZ0OY77QT9U,John Ray,Long overdue read,1381449600
374,B000JQUT8S,"[0, 0]",5,Love oliver twist.  It is a classic. Love does triumph over all.  It will always be a feel good story.,"01 12, 2013",A2KYITVZTSC7WN,Joy Christiansen,Oliver Twist,1357948800
375,B000JQUT8S,"[0, 0]",5,THIS IS MY FAVORITE BOOK..!! it is a classic book that you must have in your collection.  i always enjoyed it since i was a kid,"04 16, 2012",A2FE411C7RIFJ3,karen diaz,oliver twist,1334534400
376,B000JQUT8S,"[0, 0]",5,We love old stories like this & enjoy the read. It's a great read for me since school & kids definitely enjoy this.,"01 13, 2014",ANNJSOMDFERAY,"K. Schultz ""Angelheart""",A really good ole story!,1389571200
377,B000JQUT8S,"[0, 0]",4,"Excellent read, and should be required by all middle school students to read and discuss.  Even make a formal report on their take of the reading before any more video games can be used.","08 27, 2013",AI206T5L1QM7X,linda albritton,Ronnie A.,1377561600
378,B000JQUT8S,"[2, 4]",3,Of course I generally knew this story but I had actually never read Charles Dickens before.  I guess it was time and I looked forward to reading this classic.  I sure was disappointed because I hadn't realized how depressing it was.  Dickens' England was not a kind and gentle place.  It was cold and ugly and many people were very cruel.  The story was sad and my heart went out to the poor orphan Oliver.  But he was not the only one who lived a sad life.  All the characters were caught up in a web of unpleasantness and cruelty was everywhere.O.K.  Dickens is a fine writer and I understand how his works have met the test of time.  But life is just too short for me to try to read any Dickens again.,"02 3, 2013",A17FLA8HQOFVIG,Linda Linguvic,"Great writing but a cold, ugly and cruel world that I do not want to revisit",1359849600
379,B000JQUT8S,"[0, 0]",5,"It has been a long time since I first read this in school, but I truly still love it; the nuance of the time, the language of th  time used, and all the time it took Mr. Dickens to write it. Strangely enough still see a great deal of the problems today they felt with then. I strongly advise  the reading of this book, the poor people who who always look to movies to learn a story miss so much in doing this!","05 10, 2013",A2B0NEHJW8KODT,Martha Silcox,Oliver Twist,1368144000
380,B000JQUT8S,"[0, 0]",5,"I wasn't sure to expect when I ordered this book. I've heard great reviews, but sometimes when I get around to reading the book, it just doesn't live up to the hype. Not so in this case.I sincerely enjoyed this tale of the young, innocent Oliver Twist and his story of misfortune. While the novel was darker and more violent than I'd at first anticipated, the language flows like poetry. I loved the roller coaster ride Dickens takes us on as Oliver searches to escape the evils forced upon him, only to be pulled back in. The build to the climax of the story was expertly formulated and executed.Oliver Twist is a classic in the true sense of the word. If you've not had the pleasure of reading this novel, don't delay. Order it today.","05 31, 2011",ATXQIJTRYSRBT,NYM,Oliver Twist,1306800000
381,B000JQUT8S,"[0, 0]",3,"Oliver Twist is one of Dickens' most liked and popular novels.Authors, let this be a lesson to you -- create terrific villains.Oliver Twist himself is a twerpy nobody 90% of the books. Okay, he asks for a second bowl of gruel. He fights to defend the good name of his mother. He walks to London in a week. That's all good, but it's all in the first quarter of the book.Afterward he does nothing but get entrapped by criminals. And be such an obvious goody-goody he becomes the friend of the victims instead.Indeed, the man who has a handkerchief stolen by the other two boys, and the family Bill Sykes tries to use Twist to rob turn out to be not only current friends but related to his real family.No author today could get away with such outrageous coincidences.The ending is a sentimental mishmash. He has a half-brother who hates him, and people are involved in complicated plots I could neither follow nor believe.What makes this novel live on is the portrait of Fagin the leader of a gang of child thieves. And the violent robber Bill Sykes and his girlfriend the prostitute (though you have to read between the lines to figure this out), who started with Fagin as a thief when only 4.Although he avoids direct sexual subjects, Dickens otherwise nothing to pretty up the reality of London's underworld of crime and poverty. Dickens got Twist out of this environment as fast as he could, but was wise to keep going back to the criminals, who are the only interesting people in this novel.Dear sweet Oliver and Rose just make us gag.","03 3, 2012",AS6HL0VD7H8PA,"Richard Stooker ""Author, Virgin Blood""",Great villains,1330732800
382,B000JQUT8S,"[0, 1]",4,"As a literary classic I understood it's significance. It was a good read. It lagged sometimes, but otherwise keeps its hold on a great classic!","01 6, 2013",A65I0BQD9VI71,suasion,My review,1357430400
383,B000JQUT8S,"[0, 0]",4,"This book has many twists and turns that keep the reader guessing. I liked that the author tied together all of the character's relations at the end of the book to show how intertwined the story was. Although the main plot was excellent, I still found it hard to concentrate on the book because it seemed like the author wasn't going anywhere. I understand why this book is a classic and I am glad that I read it.","05 9, 2013",A3RXYF20JFUW3J,"T. D. Auer ""tda""",Oliver Twist,1368057600
384,B000JQUT8S,"[0, 0]",4,"This book contains everything, mystery, love story, suspense, it has it all. It is like reading a modern thriller without all the filthy language, wich I hate.","03 3, 2013",A258ZUVGV7ZVUH,Wanda  ward,Oliver Twist.  wow,1362268800
385,B000JQUTGK,"[0, 0]",4,Not very well written but historical details interesting.,"07 17, 2014",A2VQLTC61OV8U3,,Four Stars,1405555200
386,B000JQUTGK,"[0, 0]",5,I love reading things involving our 16th president.I got to learn and enjoy reading this & would suggest it to others.It gets an A+ from this reader.,"05 2, 2013",A1L6S1VV8XWFLA,Amazon Customer,Wonderful stories,1367452800
387,B000JQUTGK,"[0, 0]",5,"I t is a very nice story of facts of our president, I found it very interesting and it was nice to read the stories.","02 21, 2013",AAZXZU9CMWIC1,Augusto,Lincoln,1361404800
388,B000JQUTGK,"[0, 0]",4,"The stories about Lincoln are good but of course written in the narrative of the times. Compared to some of the other stuff I've read, it was one of the better books.","02 10, 2013",ABN07FZM1HNYF,Barbara Versluis,Good stories,1360454400
389,B000JQUTGK,"[0, 0]",4,"This book filled a lot of gaps in the Lincoln story.  It consists of a series of anecdotes remembered by contemporaries of Abe Lincoln.  Many are humorous  stories or jokes that he liked to tell and many are reiterated by more than one person.  Some are sayings lifted out of speeches that he made, especially that occurred during the Lincoln/Douglas debates.  These stories are more or less placed in chronological order from Abe's boyhood days through his whole life experience and end the evening of his assassination as he prepared to go to the Ford Theater.  These saying as remembered as coming from the very mouth of the to be 16th President prove that his was a life-long aversion to slavery in all of its forms.  I have read opinions that his interest was in the preservation of the Union more than the end of slavery, but I think these quotes from Lincoln's own mouth show his horror and outrage against slavery from his early manhood, not to minimize his desire to preserve the Union.Another area is Lincoln's faith.  These stories from Abe's own mouth show his devout faith in Christianity, the Bible, and prayer from his boyhood, and his ever intensifying faith as the horrors of the Civil War ran their course.  I have read opinions by contemporaries in his law-practice days that Lincoln was an atheist or at best an agnostic.  No statements of that nature come from Abraham's mouth in this book, and if at all true would seem to reflect a stage of questioning in his early professional days before he became a candidate for office.Several more observations can be made:  I did not know that he had been in love twice before the alliance with Mary Todd.  One girl named Anne or Annie had been engaged to someone from the East before she was enamored with Lincoln.  The eastern swain had gone back east to get permission from his relatives as he considered himself to be of a higher class and needed the permission of his family in order to marry the western Annie.  During the absence of the Easterner, Annie sickened and died.  Abe was devastated.  He wept at her grave and was disconsolate for a long time.  Mary Todd was his third love.  I hadn't remembered that  another suitor of Mary's was Douglas, the Little Giant, Lincoln's political rival.  Douglas was short, round, and well-dressed.  Most would have predicted that he would be Mary's choice, however, she unpredictably picked Lincoln, the ungainly, rustic giant.  It was commented that Mary saw the diamond inside the rough exterior.Another interesting thread was the many threats and assassination attempts that were made against Lincoln's life from the beginning of his political success and his unconcern about them.  He stated that he believed his life was secure until his Maker called for it.  He astounded people by evading his body guards and taking unusual risks.  In the last days of the war, he visited the front lines against all advice.  By the time the hue and cry arose to forbid such a risky act, he had already been there and safely returned.This collection was evidently put together and edited quite close to time of the events.  Much of the language is archaic to my ear, and when explanations are made to help the reader understand, they are still geared to a much earlier generation.  Some of the jokes lost their humor for me because of the archaic language.  At that time, the general public evidently thought that three of our presidents had been poisoned for political ends as their vice presidents would be more favorable to the desired policies.  These stories were not given as controversial but as the accepted opinion of the day and were mentioned to show that there were grounds to believe the story of a White House kitchen worker who said he had been offered a large amount of money to poison the milk of the Lincoln household.  (The teetotaler family drank milk as their favored beverage.)  The poisoned presidents were considered to have been William Harrison, and the Generals Taylor and Scott.","03 1, 2014",A3H10TBPGHYSII,"Patricia C. Stendal ""Author - Minnesota Mom S...",Interesting Insights to the Lincoln Legend,1393632000
390,B000JQUTGK,"[22, 23]",5,"This has hundreds of things Lincoln said and did. Most of the humor is subtle, and none of it will cause peals of laughter, but this book is definitely enjoyable reading. The intro tells of how Lincoln used humor throughout his life, and following it is a calender of important events in his life.","10 2, 2009",A39A6B9YR9R0L6,Phil,Wonderful stuff,1254441600
391,B000JQUU00,"[0, 0]",5,"While some of these were familiar, there are several new tales here, which was my hope in ordering the book. I've been pleased with all the versions of familiar tales as well.","10 9, 2012",A3J5D9XN0QT9AG,Allrie,English Fairy Tales,1349740800
392,B000JQUU00,"[0, 0]",5,I love reading fairy tales from different area of the world.It was so much fun and a learning experience.I would give these stories an A+.,"05 2, 2013",A1L6S1VV8XWFLA,Amazon Customer,True Fairy Tales,1367452800
393,B000JQUU00,"[0, 3]",3,This book was downloaded for free on Amazon Kindle. I have started to read this book but it didn't keep my interest so I never finsihed it.,"09 19, 2012",A3NLW5OKL2FGMB,Amazon Customer,Free download,1348012800
394,B000JQUU00,"[0, 0]",4,I bought this book for the cultural experience. I am American and am not familar with English fairy tales. I did quote enjoy this read.,"10 29, 2013",A1120M9ZK2U3FQ,"Amazon Customer ""Mel""",Cultural Experience,1383004800
395,B000JQUU00,"[0, 0]",4,"In my review, I'm more comparing how this book meets my expectations based on what I have read from the more well known fairy tale compilers like the Grimm Brothers and Hans Christian Anderson.  Some of these English fairy tales are very familiar, but they are not always quite how I know them.The first impression I had was that this book is more varied in terms of 'fairy tales'.  There are a lot of folk tales, and silly children's stories that don't have any moral or resolution really (""Master of all Masters springs to mind, as a short tale that seems to have the point of reciting silly words).  There is also a fixation on the name Jack for a lot of these characters.  I just thought that was interesting.  I wonder if they are all the same person.  There is also references to King Arthur and his court which I found very fascinating because some of these tales seem grounded in realistic detail.  They mention Kings who reigned and real locations in England as having seen the events in the story.  It makes the tales a little less fantastical, even when there are giants roaming the English countryside.Probably the tale that most surprised me was the story of Dick Whittington which now I realize I confused with the French ""Puss in Boots"" fairy tale.  Dick Whittington's story is much less magical, and more about being lucky enough to have a very industrious cat who likes to hunt mice.  ""Mr. Fox"" kind of stood out to me for its implied romance, gruesomeness, and the confrontation by the heroine. There are not too many stories in this book that are the same ilk. And lastly a story that I was surprised to see included was ""The Golden Arm"" which I was always more familiar with as a ghost story.  But now I know it is definitely a very old one.With the more realistic settings, sometimes whimsical nature of a few tales, and the English slang that is used at times, this book of fairy tales is rather different from what I'm used to.  I find it very interesting to read the original of familiar tales and see how things have changed.  For instance ""The Story of the Three Bears"" is more familiar to readers as ""Goldilocks and the Three Bears.""  In the original story there is no Goldilocks - rather the intruder is a very disagreeable old woman.  This book is definitely worth a read, for something different than the usual stories and perhaps to find some new favorite fairy tales.","04 23, 2013",A1Q434SYE6K31Q,Charlene,"Surprising, intriguing and wonderful",1366675200
396,B000JQUU00,"[0, 0]",4,when I open my kindle app to read some I really don't want to put it down. It is quite macabre to think this is for children. There is no Disney light in these fairy tales,"03 13, 2013",A3HOSDGO1P9T8L,Christopher Birtwistle-Smith,Great read,1363132800
397,B000JQUU00,"[21, 22]",5,"Fairy tales are usually thought of as children's literature, and in terms of how much children in particular are fascinated with them this categorization is not without a merit. However, most good fairy tales tap into some social or personal tension, a fact of life, or a natural phenomenon. They often take rather ordinary situations and push them to the limit of what our imagination considers plausible. Fairy tales are thus a form of reductio ad absurdum of common sense, and they often help us see various life situations in terms of their most basic principles. This is why fairy tales have had, and continue to have, a lot of fascination with adults as well.Most of us have grown up with fairy tales of Hans Christian Andersen or Brothers Grimm. There is a sort of cannon of western fairy tales that have become part of the common patrimony of the entire world - Little Red Riding Hood, Snow White, Rapunzel, and many others. However, these fairy tales are only the tip of the iceberg when it comes to the European fairy tales, and there are many other folk tales that are not as familiar as these and yet are equally beautiful and imaginative.This collection of the English fairy tales is as great of a collection of fairy tales as they come. It is rather fascinating to see that even thought many fairy tales reflect certain English cultural norms, the basic structure and the motifs are surprisingly familiar. We have villains and heroes charged with an unusual and demanding task, monsters and unusual magical objects are everywhere, there are damsels-in-distress aplenty, and most tales take place ""once upon a time."" All of the tales are very well written and the language is crisp and contemporary. The dialogues, however, are replete with colloquial English expressions and turns of phrase, and these characteristics give the fairy tales a very folksy feel. This collection will be a great source of enjoyment for children and adults alike.","12 9, 2010",A36K2N527TXXJN,Dr. Bojan Tunguz,A Great Collection of Fairy Tales,1291852800
398,B000JQUU00,"[0, 4]",1,these stories are depressing and morbid. there was to much death in these stories. they were really gory too. not what you expect when see the words fairy tales in the title.,"03 8, 2013",A11QX7SUUY11ZO,eme,glad it was free,1362700800
399,B000JQUU00,"[0, 1]",2,I have read all theses tails before and they just seemed to be the old ones with different names  so it was a wast of a down load,"07 26, 2013",AH83TWLKKWA79,john combs,would not recomend,1374796800
400,B000JQUU00,"[0, 0]",4,I like these fairy tales and share them with my children who are also fans of all types of fairy tales.  I give the author a bow for great story telling.,"10 5, 2012",A2CFP3G44ZC3GN,Kathryn I. Marshall,English Fairy Tales,1349395200
401,B000JQUU00,"[0, 0]",4,Not like the cutesy fairy tales that are around.  Enjoy reading some of them that I have read before and reading different ones I never heard of.,"09 12, 2013",ADGR3XB512CM1,L. Catt,Old classic fairy tales,1378944000
402,B000JQUU00,"[0, 0]",4,"A very good collection of folk tales from Britain.  The author tried hard to make sure that the stories were commonly from Britain though they may have spread elsewhere or a variation came from elsewhere.  Some very English folk tales?  Henny Penny, Jack and the Beanstalk,  there are many Jack tales, and The Three Bears.  Most have humourous endings and seem to be stories to amuse everyone.  Jacobs,  the author said he used fairy tales in the title because no kid ever asks for a folk tale.","03 6, 2013",A25KKXUQQ0OLWB,"Lynn Ellingwood ""The ESOL Teacher""",Wonderful collection!,1362528000
